date,category,product,units,unit_price,revenue
2024-02-02,Beauty,Perfume,4,415,1660
2024-02-02,Grocery,Rice,2,380,760
2024-02-02,Home,Chair,2,392,784
2024-02-02,Beauty,Face Cream,1,1154,1154
2024-02-02,Beauty,Perfume,2,639,1278
2024-02-02,Grocery,Pasta,2,275,550
2024-02-02,Grocery,Rice,2,550,1100
2024-02-02,Grocery,Cereal,4,356,1424
2024-02-02,Home,Lamp,2,1273,2546
2024-02-03,Beauty,Shampoo,3,766,2298
2024-02-03,Home,Cookware,2,2383,4766
2024-02-03,Grocery,Olive Oil,1,472,472
2024-02-03,Home,Chair,3,1960,5880
2024-02-03,Home,Cookware,3,883,2649
2024-02-03,Grocery,Olive Oil,3,309,927
2024-02-03,Home,Cookware,2,478,956
2024-02-03,Home,Cookware,4,1001,4004
2024-02-03,Grocery,Rice,3,240,720
2024-02-03,Beauty,Soap,3,487,1461
2024-02-03,Grocery,Cereal,1,275,275
2024-02-03,Fashion,Sneakers,3,1898,5694
2024-02-03,Home,Cookware,4,1900,7600
2024-02-03,Electronics,Headphones,1,5229,5229
2024-02-03,Beauty,Shampoo,1,1187,1187
2024-02-03,Beauty,Face Cream,4,723,2892
2024-02-03,Electronics,Laptop,2,5371,10742
2024-02-03,Grocery,Pasta,2,262,524
2024-02-03,Home,Cookware,4,1016,4064
2024-02-03,Electronics,Smartphone,4,5194,20776
2024-02-03,Grocery,Rice,4,428,1712
2024-02-03,Home,Bedsheet,1,321,321
2024-02-03,Fashion,T-Shirt,2,1711,3422
2024-02-03,Fashion,Jeans,1,1334,1334
2024-02-03,Electronics,Smartphone,3,1951,5853
2024-02-03,Grocery,Rice,1,659,659
2024-02-03,Beauty,Face Cream,3,1172,3516
2024-02-03,Fashion,Jeans,3,724,2172
2024-02-03,Beauty,Perfume,3,483,1449
2024-02-03,Fashion,Jeans,4,1862,7448
2024-02-03,Electronics,Smartwatch,3,2417,7251
2024-02-03,Home,Lamp,2,1241,2482
2024-02-03,Electronics,Headphones,3,4642,13926
2024-02-03,Beauty,Shampoo,2,614,1228
2024-02-03,Fashion,Sneakers,3,1813,5439
2024-02-03,Fashion,Jacket,1,1081,1081
2024-02-03,Electronics,Smartphone,4,5012,20048
2024-02-03,Home,Bedsheet,4,911,3644
2024-02-03,Grocery,Pasta,2,253,506
2024-02-03,Beauty,Face Cream,4,380,1520
2024-02-03,Fashion,Sneakers,3,1927,5781
2024-02-03,Fashion,Jeans,3,1393,4179
2024-02-03,Beauty,Perfume,2,1167,2334
2024-02-03,Home,Bedsheet,4,693,2772
2024-02-03,Beauty,Shampoo,1,1048,1048
2024-02-03,Home,Lamp,2,571,1142
2024-02-03,Grocery,Cereal,3,746,2238
2024-02-03,Home,Chair,2,1149,2298
2024-02-03,Beauty,Face Cream,4,1083,4332
2024-02-03,Electronics,Smartwatch,3,2704,8112
2024-02-03,Beauty,Shampoo,1,686,686
2024-02-03,Grocery,Cereal,1,342,342
2024-02-03,Beauty,Shampoo,2,589,1178
2024-02-03,Grocery,Cereal,4,229,916
2024-02-03,Home,Cookware,4,1053,4212
2024-02-03,Home,Lamp,2,1254,2508
2024-02-03,Electronics,Laptop,3,2125,6375
2024-02-03,Beauty,Face Cream,1,1168,1168
2024-02-03,Fashion,Jeans,2,1255,2510
2024-02-03,Beauty,Shampoo,2,866,1732
2024-02-03,Grocery,Cereal,3,778,2334
2024-02-03,Home,Lamp,1,1871,1871
2024-02-03,Home,Chair,4,1924,7696
2024-02-03,Fashion,Jacket,2,900,1800
2024-02-03,Fashion,Jeans,1,957,957
2024-02-03,Beauty,Soap,4,977,3908
2024-02-03,Fashion,Jeans,4,1061,4244
2024-02-03,Home,Bedsheet,1,2372,2372
2024-02-03,Beauty,Face Cream,2,999,1998
2024-02-03,Fashion,Jeans,4,942,3768
2024-02-03,Electronics,Smartwatch,1,3318,3318
2024-02-03,Home,Bedsheet,1,1857,1857
2024-02-03,Beauty,Perfume,3,356,1068
2024-02-03,Beauty,Face Cream,3,365,1095
2024-02-03,Electronics,Laptop,1,5065,5065
2024-02-03,Grocery,Olive Oil,2,480,960
2024-02-03,Electronics,Smartphone,3,5575,16725
2024-02-03,Home,Bedsheet,4,855,3420
2024-02-03,Beauty,Perfume,2,791,1582
2024-02-03,Beauty,Soap,1,677,677
2024-02-03,Grocery,Rice,2,142,284
2024-02-03,Grocery,Cereal,4,579,2316
2024-02-03,Home,Bedsheet,3,902,2706
2024-02-03,Fashion,Jeans,2,669,1338
2024-02-03,Home,Lamp,4,1851,7404
2024-02-03,Fashion,Jacket,4,845,3380
2024-02-03,Electronics,Headphones,1,3753,3753
2024-02-03,Grocery,Cereal,3,737,2211
2024-02-03,Beauty,Perfume,3,810,2430
2024-02-03,Beauty,Soap,3,268,804
2024-02-03,Home,Bedsheet,3,1636,4908
2024-02-03,Fashion,T-Shirt,2,542,1084
2024-02-03,Fashion,Sneakers,4,709,2836
2024-02-03,Grocery,Olive Oil,1,565,565
2024-02-03,Home,Lamp,3,511,1533
2024-02-03,Fashion,Sneakers,2,1860,3720
2024-02-03,Grocery,Cereal,4,674,2696
2024-02-03,Fashion,Jacket,1,1360,1360
2024-02-03,Beauty,Perfume,1,432,432
2024-02-03,Grocery,Rice,2,618,1236
2024-02-03,Home,Cookware,1,1782,1782
2024-02-03,Grocery,Cereal,3,565,1695
2024-02-03,Home,Cookware,3,2021,6063
2024-02-03,Electronics,Laptop,2,1634,3268
2024-02-03,Beauty,Soap,1,1137,1137
2024-02-03,Electronics,Headphones,3,2155,6465
2024-02-03,Beauty,Shampoo,4,1045,4180
2024-02-03,Fashion,Sneakers,4,1153,4612
2024-02-03,Grocery,Pasta,3,198,594
2024-02-03,Electronics,Smartphone,4,4535,18140
2024-02-03,Fashion,Jacket,1,618,618
2024-02-03,Beauty,Face Cream,3,1121,3363
2024-02-03,Beauty,Soap,4,1164,4656
2024-02-03,Home,Cookware,3,1469,4407
2024-02-03,Home,Cookware,2,1019,2038
2024-02-03,Beauty,Face Cream,2,478,956
2024-02-03,Home,Bedsheet,3,616,1848
2024-02-03,Beauty,Perfume,4,1089,4356
2024-02-03,Electronics,Headphones,3,4404,13212
2024-02-03,Home,Chair,4,400,1600
2024-02-03,Home,Cookware,3,1719,5157
2024-02-03,Grocery,Olive Oil,3,403,1209
2024-02-03,Electronics,Laptop,1,3565,3565
2024-02-03,Fashion,Jacket,4,857,3428
2024-02-03,Beauty,Perfume,2,1019,2038
2024-02-03,Beauty,Perfume,4,1064,4256
2024-02-03,Beauty,Face Cream,3,711,2133
2024-02-03,Fashion,Sneakers,1,1664,1664
2024-02-03,Home,Chair,1,2118,2118
2024-02-03,Electronics,Headphones,3,1952,5856
2024-02-03,Fashion,Sneakers,3,1924,5772
2024-02-03,Grocery,Olive Oil,4,702,2808
2024-02-03,Fashion,Jacket,2,1896,3792
2024-02-03,Fashion,Jacket,4,760,3040
2024-02-04,Beauty,Face Cream,2,904,1808
2024-02-04,Fashion,Jacket,3,876,2628
2024-02-04,Beauty,Soap,1,1169,1169
2024-02-04,Home,Bedsheet,3,1634,4902
2024-02-04,Electronics,Smartwatch,3,2999,8997
2024-02-04,Home,Cookware,3,981,2943
2024-02-04,Electronics,Headphones,4,4465,17860
2024-02-04,Home,Cookware,4,1517,6068
2024-02-04,Fashion,T-Shirt,3,1804,5412
2024-02-04,Home,Cookware,1,2020,2020
2024-02-04,Grocery,Pasta,4,252,1008
2024-02-04,Home,Lamp,4,490,1960
2024-02-04,Grocery,Cereal,1,650,650
2024-02-04,Grocery,Cereal,4,481,1924
2024-02-04,Beauty,Soap,4,1153,4612
2024-02-04,Beauty,Perfume,3,513,1539
2024-02-04,Beauty,Face Cream,4,417,1668
2024-02-04,Beauty,Perfume,4,527,2108
2024-02-04,Grocery,Rice,4,257,1028
2024-02-04,Beauty,Soap,4,326,1304
2024-02-04,Fashion,Jeans,1,1891,1891
2024-02-04,Fashion,Jacket,2,1999,3998
2024-02-04,Fashion,Sneakers,4,1772,7088
2024-02-04,Home,Bedsheet,1,1418,1418
2024-02-04,Grocery,Pasta,2,722,1444
2024-02-04,Grocery,Rice,4,645,2580
2024-02-04,Beauty,Face Cream,2,641,1282
2024-02-04,Electronics,Headphones,1,5197,5197
2024-02-04,Home,Bedsheet,2,1801,3602
2024-02-04,Home,Cookware,2,2049,4098
2024-02-04,Electronics,Smartwatch,3,5668,17004
2024-02-04,Electronics,Headphones,1,1937,1937
2024-02-04,Beauty,Face Cream,2,168,336
2024-02-04,Grocery,Olive Oil,2,736,1472
2024-02-04,Home,Cookware,1,1125,1125
2024-02-04,Beauty,Soap,1,1062,1062
2024-02-04,Fashion,Sneakers,2,1347,2694
2024-02-04,Fashion,Jacket,2,621,1242
2024-02-04,Grocery,Cereal,1,531,531
2024-02-04,Electronics,Smartwatch,2,2443,4886
2024-02-04,Electronics,Smartwatch,4,4189,16756
2024-02-04,Fashion,Sneakers,1,1373,1373
2024-02-04,Fashion,Jacket,2,1464,2928
2024-02-04,Home,Lamp,3,1570,4710
2024-02-04,Electronics,Laptop,1,3478,3478
2024-02-04,Fashion,Jeans,4,1326,5304
2024-02-04,Grocery,Rice,3,588,1764
2024-02-04,Grocery,Rice,2,636,1272
2024-02-04,Home,Bedsheet,2,1967,3934
2024-02-04,Home,Lamp,3,1375,4125
2024-02-04,Grocery,Cereal,2,350,700
2024-02-04,Beauty,Soap,1,186,186
2024-02-04,Electronics,Smartwatch,4,1681,6724
2024-02-04,Grocery,Rice,4,361,1444
2024-02-04,Home,Bedsheet,4,323,1292
2024-02-04,Home,Bedsheet,2,599,1198
2024-02-04,Grocery,Olive Oil,1,255,255
2024-02-04,Fashion,Sneakers,4,1417,5668
2024-02-04,Home,Lamp,1,349,349
2024-02-04,Home,Chair,3,1472,4416
2024-02-04,Grocery,Pasta,2,239,478
2024-02-04,Electronics,Laptop,4,5559,22236
2024-02-04,Electronics,Smartwatch,1,5008,5008
2024-02-04,Beauty,Shampoo,1,980,980
2024-02-04,Grocery,Pasta,1,440,440
2024-02-04,Grocery,Rice,1,593,593
2024-02-04,Fashion,Jacket,4,525,2100
2024-02-04,Fashion,Sneakers,2,1476,2952
2024-02-04,Electronics,Smartwatch,1,1748,1748
2024-02-04,Home,Cookware,2,1891,3782
2024-02-04,Beauty,Shampoo,4,586,2344
2024-02-04,Beauty,Soap,3,510,1530
2024-02-04,Grocery,Rice,2,523,1046
2024-02-04,Home,Chair,3,2074,6222
2024-02-04,Beauty,Perfume,1,632,632
2024-02-04,Beauty,Perfume,3,316,948
2024-02-04,Fashion,T-Shirt,4,462,1848
2024-02-04,Electronics,Smartwatch,4,2866,11464
2024-02-04,Electronics,Headphones,4,2859,11436
2024-02-04,Electronics,Smartwatch,2,2906,5812
2024-02-04,Grocery,Cereal,1,313,313
2024-02-04,Home,Cookware,2,2053,4106
2024-02-04,Beauty,Face Cream,1,1043,1043
2024-02-04,Beauty,Soap,2,1000,2000
2024-02-04,Home,Chair,2,794,1588
2024-02-04,Grocery,Pasta,4,431,1724
2024-02-04,Fashion,Jacket,3,685,2055
2024-02-04,Electronics,Laptop,2,3262,6524
2024-02-04,Beauty,Shampoo,1,749,749
2024-02-05,Grocery,Rice,4,283,1132
2024-02-05,Grocery,Cereal,3,759,2277
2024-02-05,Electronics,Smartwatch,4,4819,19276
2024-02-05,Beauty,Soap,4,674,2696
2024-02-05,Home,Bedsheet,3,1406,4218
2024-02-05,Beauty,Soap,2,1162,2324
2024-02-05,Home,Lamp,3,682,2046
2024-02-05,Electronics,Laptop,3,3644,10932
2024-02-05,Home,Bedsheet,3,1106,3318
2024-02-05,Beauty,Face Cream,4,491,1964
2024-02-05,Beauty,Shampoo,3,291,873
2024-02-05,Grocery,Pasta,4,665,2660
2024-02-05,Grocery,Olive Oil,3,769,2307
2024-02-05,Home,Cookware,2,1692,3384
2024-02-05,Grocery,Olive Oil,3,580,1740
2024-02-05,Fashion,Sneakers,4,780,3120
2024-02-05,Beauty,Shampoo,4,780,3120
2024-02-05,Grocery,Rice,4,130,520
2024-02-05,Home,Chair,3,900,2700
2024-02-05,Fashion,T-Shirt,3,1678,5034
2024-02-05,Grocery,Cereal,2,672,1344
2024-02-05,Fashion,Jacket,3,493,1479
2024-02-05,Home,Bedsheet,1,423,423
2024-02-05,Electronics,Smartwatch,4,3254,13016
2024-02-05,Home,Lamp,1,1094,1094
2024-02-05,Electronics,Smartwatch,4,3280,13120
2024-02-05,Grocery,Rice,1,208,208
2024-02-05,Grocery,Olive Oil,2,142,284
2024-02-05,Fashion,Jeans,1,635,635
2024-02-05,Electronics,Laptop,1,2294,2294
2024-02-05,Fashion,T-Shirt,3,1440,4320
2024-02-05,Fashion,Sneakers,4,1474,5896
2024-02-05,Beauty,Shampoo,1,661,661
2024-02-05,Electronics,Laptop,4,2427,9708
2024-02-05,Home,Cookware,2,2451,4902
2024-02-05,Grocery,Rice,1,589,589
2024-02-05,Fashion,T-Shirt,2,924,1848
2024-02-05,Grocery,Olive Oil,1,707,707
2024-02-05,Grocery,Rice,2,293,586
2024-02-05,Beauty,Perfume,3,1196,3588
2024-02-05,Fashion,Jeans,4,1775,7100
2024-02-05,Fashion,Jacket,3,782,2346
2024-02-05,Fashion,Sneakers,4,1122,4488
2024-02-05,Grocery,Rice,3,502,1506
2024-02-05,Home,Bedsheet,2,1492,2984
2024-02-05,Home,Chair,4,589,2356
2024-02-05,Grocery,Olive Oil,3,258,774
2024-02-05,Beauty,Shampoo,3,389,1167
2024-02-05,Fashion,Jeans,4,854,3416
2024-02-05,Electronics,Headphones,4,3094,12376
2024-02-05,Electronics,Smartwatch,1,5446,5446
2024-02-05,Fashion,Jacket,1,645,645
2024-02-05,Home,Lamp,1,1865,1865
2024-02-05,Fashion,T-Shirt,4,671,2684
2024-02-05,Fashion,Sneakers,1,817,817
2024-02-05,Grocery,Pasta,1,799,799
2024-02-05,Beauty,Face Cream,3,317,951
2024-02-05,Beauty,Perfume,4,292,1168
2024-02-05,Home,Cookware,1,2078,2078
2024-02-05,Home,Cookware,1,767,767
2024-02-05,Grocery,Cereal,2,760,1520
2024-02-05,Beauty,Perfume,3,158,474
2024-02-05,Electronics,Smartwatch,1,4564,4564
2024-02-05,Home,Lamp,1,570,570
2024-02-05,Grocery,Cereal,3,265,795
2024-02-05,Grocery,Pasta,2,562,1124
2024-02-05,Fashion,Jeans,3,1786,5358
2024-02-05,Fashion,Sneakers,1,1268,1268
2024-02-05,Home,Chair,3,1895,5685
2024-02-05,Grocery,Pasta,2,782,1564
2024-02-05,Beauty,Face Cream,2,1165,2330
2024-02-05,Grocery,Cereal,3,392,1176
2024-02-05,Electronics,Headphones,1,5788,5788
2024-02-05,Electronics,Smartwatch,4,3978,15912
2024-02-05,Home,Bedsheet,4,1437,5748
2024-02-05,Electronics,Smartphone,2,1897,3794
2024-02-05,Electronics,Headphones,3,4721,14163
2024-02-05,Electronics,Headphones,2,5069,10138
2024-02-05,Beauty,Perfume,2,966,1932
2024-02-05,Beauty,Perfume,4,389,1556
2024-02-05,Home,Cookware,2,953,1906
2024-02-05,Electronics,Smartwatch,2,3736,7472
2024-02-05,Beauty,Perfume,1,850,850
2024-02-05,Fashion,Sneakers,2,1787,3574
2024-02-05,Fashion,Jacket,3,1728,5184
2024-02-05,Electronics,Headphones,1,3066,3066
2024-02-05,Home,Chair,3,2178,6534
2024-02-05,Fashion,T-Shirt,2,1882,3764
2024-02-05,Beauty,Soap,2,328,656
2024-02-05,Electronics,Headphones,4,4179,16716
2024-02-05,Grocery,Rice,1,197,197
2024-02-05,Electronics,Smartwatch,3,4548,13644
2024-02-05,Grocery,Rice,4,680,2720
2024-02-05,Electronics,Smartphone,1,2058,2058
2024-02-05,Grocery,Olive Oil,2,428,856
2024-02-05,Electronics,Smartwatch,4,3361,13444
2024-02-05,Fashion,Jacket,4,1461,5844
2024-02-05,Home,Lamp,3,1069,3207
2024-02-05,Grocery,Cereal,4,695,2780
2024-02-05,Electronics,Laptop,2,3559,7118
2024-02-05,Grocery,Olive Oil,2,377,754
2024-02-05,Fashion,Sneakers,1,1456,1456
2024-02-05,Home,Lamp,2,2010,4020
2024-02-05,Home,Chair,3,1782,5346
2024-02-05,Home,Cookware,1,2101,2101
2024-02-05,Grocery,Cereal,1,198,198
2024-02-05,Home,Lamp,4,1742,6968
2024-02-05,Electronics,Laptop,4,3274,13096
2024-02-05,Grocery,Rice,1,330,330
2024-02-05,Electronics,Laptop,4,5862,23448
2024-02-05,Fashion,T-Shirt,4,1372,5488
2024-02-05,Fashion,Jeans,2,495,990
2024-02-05,Electronics,Smartphone,2,5771,11542
2024-02-05,Grocery,Pasta,4,713,2852
2024-02-05,Grocery,Pasta,4,692,2768
2024-02-05,Grocery,Cereal,2,228,456
2024-02-05,Beauty,Shampoo,2,1060,2120
2024-02-05,Home,Lamp,3,1555,4665
2024-02-05,Grocery,Rice,3,527,1581
2024-02-05,Home,Chair,3,1695,5085
2024-02-05,Fashion,Sneakers,2,1676,3352
2024-02-05,Electronics,Smartwatch,4,2037,8148
2024-02-05,Beauty,Soap,1,914,914
2024-02-05,Electronics,Laptop,3,5348,16044
2024-02-05,Home,Lamp,1,2065,2065
2024-02-05,Grocery,Olive Oil,3,742,2226
2024-02-05,Home,Bedsheet,3,1618,4854
2024-02-05,Beauty,Perfume,1,396,396
2024-02-05,Fashion,T-Shirt,4,1940,7760
2024-02-05,Electronics,Laptop,4,3482,13928
2024-02-05,Grocery,Olive Oil,1,601,601
2024-02-05,Home,Chair,4,906,3624
2024-02-05,Grocery,Olive Oil,1,501,501
2024-02-06,Grocery,Pasta,2,153,306
2024-02-06,Home,Lamp,3,365,1095
2024-02-06,Electronics,Laptop,1,2790,2790
2024-02-06,Grocery,Olive Oil,3,480,1440
2024-02-06,Home,Cookware,1,1730,1730
2024-02-06,Home,Bedsheet,4,1674,6696
2024-02-06,Home,Cookware,4,2186,8744
2024-02-06,Fashion,Jacket,3,1910,5730
2024-02-06,Electronics,Laptop,4,3325,13300
2024-02-06,Home,Chair,1,2038,2038
2024-02-06,Fashion,Jacket,2,928,1856
2024-02-06,Fashion,Jeans,3,824,2472
2024-02-06,Grocery,Cereal,3,611,1833
2024-02-06,Home,Bedsheet,3,1240,3720
2024-02-06,Home,Bedsheet,1,452,452
2024-02-06,Grocery,Rice,2,125,250
2024-02-06,Fashion,Sneakers,4,1164,4656
2024-02-06,Grocery,Pasta,4,523,2092
2024-02-06,Home,Lamp,4,2104,8416
2024-02-06,Electronics,Smartphone,4,4235,16940
2024-02-06,Home,Bedsheet,2,574,1148
2024-02-06,Beauty,Shampoo,2,983,1966
2024-02-06,Home,Bedsheet,1,2285,2285
2024-02-06,Beauty,Soap,1,698,698
2024-02-06,Electronics,Headphones,2,2243,4486
2024-02-06,Home,Cookware,3,450,1350
2024-02-06,Electronics,Headphones,4,5107,20428
2024-02-06,Beauty,Soap,3,1171,3513
2024-02-06,Electronics,Smartwatch,3,2223,6669
2024-02-06,Beauty,Perfume,2,138,276
2024-02-06,Home,Lamp,4,1007,4028
2024-02-06,Fashion,T-Shirt,2,1609,3218
2024-02-06,Home,Lamp,3,826,2478
2024-02-06,Beauty,Shampoo,4,889,3556
2024-02-06,Home,Bedsheet,1,540,540
2024-02-06,Grocery,Olive Oil,1,702,702
2024-02-06,Beauty,Soap,4,372,1488
2024-02-06,Fashion,Jeans,2,665,1330
2024-02-06,Grocery,Pasta,4,219,876
2024-02-06,Beauty,Soap,3,1160,3480
2024-02-06,Electronics,Headphones,3,3722,11166
2024-02-06,Home,Cookware,2,1713,3426
2024-02-06,Grocery,Rice,2,459,918
2024-02-06,Electronics,Headphones,3,5036,15108
2024-02-06,Grocery,Cereal,2,293,586
2024-02-06,Home,Cookware,3,914,2742
2024-02-06,Fashion,Sneakers,2,1284,2568
2024-02-06,Electronics,Smartphone,3,5346,16038
2024-02-06,Beauty,Perfume,2,248,496
2024-02-06,Grocery,Pasta,1,150,150
2024-02-06,Grocery,Rice,1,113,113
2024-02-06,Grocery,Olive Oil,2,443,886
2024-02-06,Beauty,Face Cream,1,967,967
2024-02-06,Home,Chair,4,583,2332
2024-02-06,Fashion,Jacket,1,1199,1199
2024-02-06,Electronics,Headphones,2,5613,11226
2024-02-06,Grocery,Olive Oil,3,615,1845
2024-02-06,Beauty,Shampoo,4,334,1336
2024-02-06,Home,Lamp,4,2242,8968
2024-02-06,Electronics,Smartphone,3,4995,14985
2024-02-06,Electronics,Smartwatch,2,4775,9550
2024-02-06,Grocery,Rice,3,357,1071
2024-02-06,Grocery,Cereal,3,602,1806
2024-02-06,Home,Lamp,1,2483,2483
2024-02-06,Electronics,Smartwatch,4,4804,19216
2024-02-06,Beauty,Shampoo,1,770,770
2024-02-06,Grocery,Pasta,3,750,2250
2024-02-06,Fashion,T-Shirt,3,439,1317
2024-02-06,Fashion,Jacket,3,689,2067
2024-02-06,Beauty,Face Cream,1,217,217
2024-02-06,Home,Chair,1,881,881
2024-02-06,Grocery,Cereal,2,557,1114
2024-02-06,Grocery,Olive Oil,2,376,752
2024-02-06,Fashion,Sneakers,4,1719,6876
2024-02-06,Beauty,Perfume,4,1190,4760
2024-02-06,Home,Cookware,4,2457,9828
2024-02-06,Fashion,Sneakers,2,1240,2480
2024-02-06,Beauty,Face Cream,4,228,912
2024-02-06,Fashion,Jacket,1,1956,1956
2024-02-06,Home,Lamp,1,1388,1388
2024-02-06,Electronics,Smartphone,4,3708,14832
2024-02-06,Beauty,Shampoo,4,120,480
2024-02-06,Grocery,Rice,4,363,1452
2024-02-07,Home,Bedsheet,4,1714,6856
2024-02-07,Fashion,T-Shirt,1,1705,1705
2024-02-07,Electronics,Smartwatch,1,2945,2945
2024-02-07,Fashion,Jeans,4,1393,5572
2024-02-07,Beauty,Perfume,3,359,1077
2024-02-07,Grocery,Pasta,2,707,1414
2024-02-07,Home,Lamp,3,1569,4707
2024-02-07,Fashion,T-Shirt,2,1047,2094
2024-02-07,Home,Bedsheet,1,760,760
2024-02-07,Beauty,Face Cream,3,334,1002
2024-02-07,Electronics,Headphones,2,4580,9160
2024-02-07,Electronics,Smartwatch,2,2705,5410
2024-02-07,Grocery,Rice,3,341,1023
2024-02-07,Home,Cookware,3,2061,6183
2024-02-07,Beauty,Shampoo,2,663,1326
2024-02-07,Fashion,Jeans,3,1521,4563
2024-02-07,Electronics,Laptop,1,3143,3143
2024-02-07,Home,Cookware,3,757,2271
2024-02-07,Fashion,T-Shirt,3,819,2457
2024-02-07,Fashion,Jeans,1,503,503
2024-02-07,Home,Cookware,2,1615,3230
2024-02-07,Beauty,Perfume,3,429,1287
2024-02-07,Grocery,Pasta,1,739,739
2024-02-07,Beauty,Shampoo,4,1003,4012
2024-02-07,Grocery,Rice,2,671,1342
2024-02-07,Grocery,Pasta,3,239,717
2024-02-07,Home,Lamp,3,1818,5454
2024-02-07,Fashion,Jacket,4,689,2756
2024-02-07,Fashion,Jeans,4,1941,7764
2024-02-07,Fashion,Jacket,4,1401,5604
2024-02-07,Fashion,Jacket,2,576,1152
2024-02-07,Grocery,Cereal,3,307,921
2024-02-07,Electronics,Headphones,1,1840,1840
2024-02-07,Electronics,Smartphone,2,2438,4876
2024-02-07,Fashion,Sneakers,3,1841,5523
2024-02-07,Fashion,Sneakers,2,1969,3938
2024-02-07,Beauty,Soap,4,678,2712
2024-02-07,Beauty,Face Cream,3,907,2721
2024-02-07,Grocery,Pasta,1,123,123
2024-02-07,Fashion,Jacket,1,850,850
2024-02-07,Beauty,Face Cream,3,261,783
2024-02-07,Beauty,Face Cream,1,439,439
2024-02-07,Home,Lamp,3,1841,5523
2024-02-07,Electronics,Smartwatch,2,2893,5786
2024-02-07,Home,Lamp,2,937,1874
2024-02-07,Beauty,Soap,4,645,2580
2024-02-07,Grocery,Pasta,2,479,958
2024-02-07,Fashion,Jacket,2,1510,3020
2024-02-07,Electronics,Smartphone,1,3631,3631
2024-02-07,Electronics,Laptop,4,4136,16544
2024-02-07,Electronics,Laptop,1,5750,5750
2024-02-07,Home,Chair,4,2492,9968
2024-02-07,Electronics,Smartwatch,1,4036,4036
2024-02-07,Beauty,Shampoo,4,1057,4228
2024-02-07,Electronics,Smartphone,1,4740,4740
2024-02-07,Home,Cookware,2,738,1476
2024-02-07,Beauty,Perfume,1,425,425
2024-02-07,Fashion,Jacket,1,1281,1281
2024-02-07,Home,Cookware,1,779,779
2024-02-07,Electronics,Headphones,1,4240,4240
2024-02-07,Grocery,Rice,2,523,1046
2024-02-07,Electronics,Smartwatch,4,4391,17564
2024-02-07,Home,Cookware,3,840,2520
2024-02-07,Beauty,Shampoo,3,523,1569
2024-02-07,Home,Cookware,4,2353,9412
2024-02-07,Home,Lamp,4,449,1796
2024-02-07,Beauty,Perfume,2,156,312
2024-02-07,Electronics,Smartwatch,2,4059,8118
2024-02-07,Beauty,Shampoo,3,684,2052
2024-02-07,Home,Cookware,2,685,1370
2024-02-07,Home,Lamp,2,2018,4036
2024-02-07,Home,Bedsheet,1,859,859
2024-02-07,Grocery,Pasta,2,498,996
2024-02-07,Grocery,Olive Oil,4,309,1236
2024-02-07,Fashion,Sneakers,3,1416,4248
2024-02-07,Beauty,Perfume,3,660,1980
2024-02-07,Home,Bedsheet,3,1262,3786
2024-02-07,Grocery,Olive Oil,3,321,963
2024-02-07,Electronics,Smartwatch,4,3956,15824
2024-02-07,Fashion,Jacket,1,787,787
2024-02-07,Beauty,Soap,4,254,1016
2024-02-07,Home,Lamp,1,1388,1388
2024-02-07,Beauty,Soap,4,724,2896
2024-02-07,Electronics,Headphones,3,3592,10776
2024-02-07,Beauty,Shampoo,1,1107,1107
2024-02-07,Home,Bedsheet,1,455,455
2024-02-07,Grocery,Rice,4,341,1364
2024-02-07,Fashion,Jacket,4,528,2112
2024-02-07,Electronics,Headphones,3,4062,12186
2024-02-07,Beauty,Shampoo,4,812,3248
2024-02-07,Fashion,Jacket,2,521,1042
2024-02-07,Fashion,T-Shirt,3,638,1914
2024-02-07,Electronics,Headphones,2,3196,6392
2024-02-07,Beauty,Face Cream,2,994,1988
2024-02-07,Fashion,Jeans,2,469,938
2024-02-07,Home,Chair,2,1727,3454
2024-02-07,Home,Chair,1,2416,2416
2024-02-07,Beauty,Face Cream,2,1086,2172
2024-02-07,Electronics,Smartphone,3,4393,13179
2024-02-07,Grocery,Pasta,3,247,741
2024-02-07,Fashion,Jacket,1,1838,1838
2024-02-07,Grocery,Cereal,2,537,1074
2024-02-07,Electronics,Smartphone,1,4739,4739
2024-02-07,Beauty,Perfume,3,229,687
2024-02-07,Grocery,Olive Oil,2,170,340
2024-02-07,Beauty,Perfume,3,1090,3270
2024-02-07,Beauty,Face Cream,3,264,792
2024-02-07,Fashion,T-Shirt,2,1255,2510
2024-02-07,Electronics,Headphones,2,3257,6514
2024-02-07,Fashion,Jacket,1,1998,1998
2024-02-07,Beauty,Face Cream,3,831,2493
2024-02-07,Grocery,Pasta,3,259,777
2024-02-07,Beauty,Soap,4,504,2016
2024-02-07,Fashion,Sneakers,2,908,1816
2024-02-07,Home,Bedsheet,2,910,1820
2024-02-07,Fashion,Jeans,3,1826,5478
2024-02-07,Electronics,Smartwatch,1,3907,3907
2024-02-07,Electronics,Smartphone,4,2857,11428
2024-02-07,Electronics,Headphones,1,1927,1927
2024-02-07,Home,Chair,4,1378,5512
2024-02-07,Electronics,Smartwatch,1,1723,1723
2024-02-07,Fashion,Sneakers,3,1066,3198
2024-02-07,Fashion,Jeans,4,1834,7336
2024-02-07,Electronics,Laptop,2,2184,4368
2024-02-07,Electronics,Smartphone,1,3935,3935
2024-02-07,Electronics,Smartwatch,3,5637,16911
2024-02-07,Home,Bedsheet,2,1797,3594
2024-02-07,Home,Lamp,3,1884,5652
